Q57996;Q9UNF0
O27184;Q9GZZ8
Q8TPU9;P43358
O27369;O14931
P37981;Q96QZ0
B0R5L2;Q7Z572
Q8TVG3;Q6UW68
B0R2Y1;Q8TF05
Q8PS92;Q5RL73
A6VJK4;P29762
Q8TLG9;Q9NRG0
Q8ZTF9;Q30KR1
Q58014;Q9NV39
A4WKK8;Q9UKT6
A3CWZ5;Q7Z7G8
O26478;Q6T423
Q2FKX5;Q99835
A5UM14;P60985
B6YXR2;P49368
A5UL29;Q8NGZ4
Q8PUA8;Q96MZ4
Q9Y9I6;O14788
P95961;Q08828
O26762;Q96Q45
Q8TV89;P62306
B0R4C0;Q8IXY8
Q6L1Q1;Q9UII6
A9A9B5;Q9NRA8
C3N855;Q8N8S7
Q9V1A5;Q8IVM8
Q9UY16;Q9NS37
Q8TV04;Q99720
Q2FPN5;Q9Y3D3
C4KHH7;Q9NWM3
Q9V2M4;Q96RQ9
P61238;P30793
Q6LZI8;A0PK00
A8MC64;Q9Y2S7
Q57566;O95876
Q5JGE1;Q15654
C3NFS5;O00631
Q4J8I5;P57077
Q9HM18;Q15025
O26712;Q9NZM5
Q9HR73;Q9BQ31
B9LMM4;P09543
Q9HNI2;Q8IV53
Q3INI6;P29558
Q2FT96;Q5VIR6
O26345;O60609
C3N6M6;O75683
A0B638;Q15361
Q57772;Q6PJQ5
O27390;A0A0C4DH39
O28141;Q6IPR3
P19498;Q9Y236
Q8PVB4;B9EJG8
C7P879;Q8TED9
Q6LXD3;A0A0X1KG70
Q8TJA1;Q5TCQ9
C3NDW0;Q8N4P2
A2STI9;H7C350
Q46CH6;Q9H195
Q3IR53;Q9BWG6
Q58940;Q86XE3
Q5JD05;Q14061
Q9UWR6;Q92995
A6UPB8;P22676
A8AC29;Q9NYK1
Q6L013;Q9Y5Y4
B0R583;Q9NYP3
Q48314;Q96HH9
Q97WJ5;O95954
Q9HR36;Q8NHP6
Q971Z5;Q8N5U0
Q97CQ2;Q9NZK7
C4KHU8;Q8NGD4
Q58770;Q8NC67
Q9UXE0;Q4G163
O29276;Q5VZQ5
Q5UYG6;Q9C035
Q6LZL0;Q9ULV5
A6UP55;Q6QEF8
Q58846;Q8WW27
C3N8M9;P50416
O57711;Q5TZF3
Q5UZI1;O14960
Q48332;O60507
Q5JJG7;Q9UHU1
A4FXD4;P15173
A2SQV5;O75951
Q0W830;P61254
O28014;A0A0C4DH36
A3CU84;Q86TM6
Q60341;Q6PD62
O28084;Q12901
A3CT00;Q8N138
B0R731;Q8N6H7
A8MBV9;Q8NAC3
Q3IPL6;Q9NYY3
A5UJW5;Q15555
C3N5V1;Q8IY49
Q97ZL0;Q8IYJ2
C3N509;P0DI82
B0R7X3;A0PJZ0
O27954;Q96H15
Q973C8;Q6ZNB7
Q57994;Q9UN36
A8MCK2;P02656
O29146;P0C2S0
O28157;Q6ZVX9
A3CXS4;Q9Y6R4
Q58889;Q15622
Q9HIC5;O95714
O58038;P32243
Q6L204;Q00597
O29710;Q2T9K0
C3N5P7;Q9NTG1
B0R4Y6;Q9Y3D5
O27958;Q9H2K8
C3NED4;Q4AE62
D7DUI0;P10412
C6A5E6;Q9Y3D6
O58054;A6NFH5
Q18JW6;O94855
Q58134;Q96M78
Q973T6;F5H094
O28669;Q6UX98
Q9V1C7;Q9UKR3
O28244;Q8NGM8
Q46GA6;Q53QZ3
A9A6M9;P80365
P26939;Q9BZJ0
P14135;O43506
Q9UYX4;P0C645
B0R3Y0;Q03113
Q8ZVG2;Q562R1
Q971C9;O75152
Q58064;O15432
Q3IRZ5;Q02080
Q46FH1;Q8IYL3
Q5JHC1;O00743
Q57805;Q6P4F7
C3MQG8;Q9BSL1
C4KIH7;Q9BV20
Q58945;P08034
A6VG52;Q8N8P6
Q57634;O94880
Q6KZK7;B7ZBB8
O28911;Q8N8N7
Q6L1K2;Q8NEZ4
A6UQK9;Q5SWH9
Q9UZ88;Q9BUA3
Q46DT6;O60774
O27099;Q8N910
Q12TT3;P0C0L5
A4YEC1;P0C6T2
A0B560;P56373
C4KIQ9;Q9Y2G0
Q2FTC7;P51948
O26234;Q6UWT4
Q9HIN9;Q0VAM2
A2SQ57;Q96AQ2
A6UQN4;Q9HCY8
A3CSP5;Q6P4F1
O29839;Q7Z7G1
P49949;P0C864
Q8U0L8;P10073
C3NFW6;Q8WXD9
Q74N73;Q8WVD3
Q58284;Q8N465
Q5V3Z1;Q06330
Q8TRS3;P14543
Q6M101;P05452
O28756;O14958
A2STS6;Q14693
Q0W6Q2;Q03403
P54809;Q3MIX3
Q5V1D1;Q6P988
O28438;A1Z1Q3
O26314;Q9NZ38
A3CSP4;Q8NDQ6
Q57841;Q8N5A5
Q6L1J7;A4IF30
C3MYG1;Q96DZ1
Q12V34;O00165
Q4J7A3;P40394
A9A6J1;P63122
Q3ITN6;Q14197
Q4JC60;P20853
Q8U3L4;Q53FD0
Q6KZQ3;Q14678
Q8PV42;Q16206
Q58442;Q8N4H0
G0HV85;Q9C0D2
Q8TMW6;Q9P1W9
Q8U3T3;P56180
Q58702;P32881
Q9HH78;Q9BQI0
P61932;Q504Y0
Q9HNK9;A0PJW6
C3NFT0;Q96DB5
A6UT95;A0A075B6I0
P15824;Q86W25
C3N664;Q6P1X5
C5A639;Q9H169
A5ULL0;Q8WTW3
Q8TPV0;Q8TDT2
Q8TRS5;P02753
A0B5P0;Q96L34
Q979T3;O43734
O30156;Q9Y230
A6UUL6;Q6DCA0
Q57791;Q96PD2
A5UJM1;Q9NSD9
Q5V216;Q9NV56
P39467;P13796
Q0W5G9;O00175
Q9V0T9;Q7Z6Z6
Q97Z34;Q9NS26
O27092;P09105
Q46A30;Q14160
Q5JFX3;Q13825
O28392;O60279
A5UMW7;Q9H6Q4
A3DMH6;P43320
A3DP40;Q13829
A6UW35;Q01523
Q9UXB2;Q2NKX9
Q74NF7;Q8NHM5
B9LND9;Q9BXT5
Q8ZTB2;O15344
B8GEZ7;Q6ZPD9
O26273;Q15652
A3CT16;Q6NT55
Q97BZ5;Q92876
Q12ZQ0;Q8NEK8
C5A4S1;A7KAX9
Q8ZXD8;Q9UKL4
Q8TTB0;Q9H0I2
A9A4A1;Q9BSR8
A3CSJ6;Q8TE67
A3CT23;P02549
C3NGJ0;Q53GS9
A4YF02;Q8IXS0
Q60388;Q9P2K1
Q8TQ11;Q6VEQ5
Q5JE15;P36941
O26337;Q15018
Q9YC66;Q9Y6M5
A3DNI8;P16519
Q975R9;Q9Y6D0
C3MW57;Q6UWX4
A6VIQ0;Q8NF91
A6UTL8;Q8NA57
A3MT36;P16109
Q58723;Q15723
P0CW15;Q8NHC8
Q06128;Q495Y7
C4KH54;Q6IA86
Q9HJ60;O14842
A3CWI6;Q6XPR3
A4YGN0;Q02447
O28663;Q8NG08
Q6KZI6;Q9Y3C6
Q58283;Q9UGU0
P81414;Q8IVU9
O26860;Q13233
Q57676;Q9NZU5
Q46BQ5;P23743
Q9UYS2;Q2VPA4
A3CTJ9;Q9P0V9
P14029;Q96GG9
A3CS72;Q16787
Q8PRY4;Q96HA4
A9A7B8;Q7Z6B0
O93654;Q9H9B1
Q6LYP1;Q09470
D4GYH0;Q075Z2
A0B5U7;Q6ZU35
Q5JDK7;A2A2Y4
Q8TUT0;P20336
C5A2F3;P31267
P27805;Q8WWV3
A3MTK6;Q99676
L9ZES0;Q04743
Q9UYI5;Q5QJ38
O58533;Q9NS62
C3NGV3;Q6NTE8
C5A4B7;Q9BQS6
Q5UYM0;P60328
Q58151;P13861
Q97ZC4;P15924
B9LRB1;P27635
Q8TS66;P14854
Q9HQ21;P55316
C3NH94;Q8IV56
Q5JHM9;A6NEH8
Q8ZYP9;Q9Y342
Q57959;Q9ULZ2
Q74MJ5;Q15849
B0R328;Q96B23
Q57660;Q9P209
O27668;B7ZAP0
O29481;Q92947
Q8TUV3;A6NI15
D2CJS7;A0A0B4J1Z2
A2STT9;Q96KX1
P13005;Q8TEA1
A1RV83;Q9NPD7
Q8ZVP4;Q9UKJ8
A9A6P5;P0C7X0
Q97BN2;Q9H920
Q60177;Q8N461
O26147;Q8N2E2
Q9UYU5;Q9BXL5
Q18GX8;O75445
C3NGV2;Q8IYH5
Q8TQ61;P10768
A3CWZ6;P15169
Q8U1G7;Q969Y2
Q2FSC3;Q8WXI2
A3CSQ2;Q86UW9
Q57895;Q9Y6S9
Q8U0E8;Q15738
P77933;Q86U38
O59476;Q6ZRT6
P24574;Q96FA3
Q58297;Q9HBE1
Q12UC1;P61077
A2SPM1;P23975
E0SPG5;Q15121
B1L3E4;Q9P2K3
Q9HNF0;O14713
P29143;Q6P589
A1RU15;Q8NFH5
Q8TXQ3;Q9GZW8
Q7LYW5;P07948
Q12Z05;Q9NR81
A4FZY5;Q96N46
A7I5Q0;P05783
A9AAU4;Q92616
Q9HKL4;Q13670
Q12ZM1;Q9UNE0
Q46F14;P48788
Q980V1;Q8NFV5
Q18DH0;Q9Y250
Q97C14;P23416
O29926;Q5VTH9
Q9HM64;Q8N6T7
A2SPK0;Q71UM5
A9A9R2;Q16819
Q0W1F9;Q6P1J9
Q6LZD3;Q13126
Q974U1;P01270
Q8ZYK5;O75586
A4FWB1;B1AL88
A4WGW1;Q8NA97
Q8TZV9;Q9BSC4
B0R841;Q9H2J1
Q60304;Q6ZMR5
Q8TUU3;Q6UE05
Q60364;Q9HBL8
Q8U475;Q4FZB7
P23761;P40225
Q979K5;Q9Y5Q3
Q8TX50;Q147X3
O26340;Q8WVZ1
B0R384;Q9NZT2
B1YCV9;Q7RTR8
Q8PW52;P19532
Q8PW45;Q15699
P15647;A0A075B6S5
Q57629;P39900
O74110;Q96LB2
Q6KZ24;Q96C92
Q6LY04;Q13325
A1RXJ4;Q9UPP1
O28657;P51148
A6UT96;Q9UFE4
A9AA03;Q14919
O24733;Q96R47
P21561;Q8WW32
A6VJJ9;Q96DG6
Q74ND5;P49959
P32552;O14771
A6UP85;O95096
Q5JFU6;Q17RB0
Q8TH85;Q8NGA4
B6YSR1;P29622
O52018;Q8TEY5
Q5V6G0;Q8N988
A1RVT4;P24723
Q6M155;A7MBM2
Q50543;Q8NCS7
Q97W36;Q9BTM1
A1RWQ1;Q9BWV7
C3NEE6;Q86YT9
Q57798;Q9UNL4
Q6M115;Q8NEF3
O29976;C9JR72
Q9YC89;Q05481
O30138;Q96C86
Q8U1R0;P52798
Q8TZ81;Q8TCU3
Q2FQC0;Q9GZK6
O27365;P28329
Q971T2;Q96LB8
Q74MP3;Q9NQT8
Q97BZ4;Q6PI25
Q976H2;Q8NGK6
Q3IP34;P46087
Q7M537;O75496
Q96YR7;O95452
O27698;Q9GZP4
Q8ZYQ0;Q8N6M8
Q6L1B9;A6NDK9
Q57583;Q8IY18
Q3IQT6;Q92888
B9LUA0;P63151
A2SR70;Q9H832
Q60346;A8MTY7
Q8TUA1;Q14695
Q5UZD7;P0C7N1
Q8U442;O60320
Q9HP57;P0DP71
Q5UY54;Q92828
Q58795;P55081
Q9Y8K1;Q9NS00
A9A838;A2RRD8
Q8ZTJ7;Q58A45
A9A9P7;Q9BYX7
O29329;P01160
B9LR51;Q6H3X3
Q5JDB6;Q9Y6K1
P58890;Q9UJU6
Q97YD4;P39880
Q4JAB0;O60266
A2SPZ1;O43291
Q9V1V5;A6NIU2
Q9V2L2;Q9Y242
P29577;Q15542
A5UK79;Q9UJW0
Q9YF74;Q9P0N8
Q977V2;Q8NCL9
B9LRS6;A6PVC2
C5A6U0;Q9H9J4
P58878;Q9HBH7
Q9HHS9;Q96N11
C3NDP3;Q9BQL6
A4WLN2;P14317
Q58637;Q9HBR0
A3MX05;O95684
Q9YB39;P49767
B0R7U1;Q9UJC5
Q58860;A8MZ25
B1Y9V2;Q9GZW5
Q12VH2;P05129
A3CU51;P17031
Q97Y84;Q5T5Y3
C3N792;Q9P0L1
A3DMS0;Q9C0I9
Q18GW3;P46059
Q8U039;Q9ULK6
Q57656;P51671
Q60267;Q3SXZ7
C3MJ28;Q8NG84
B6YUH1;O75530
Q2NGN7;Q9XRX5
Q8TU55;Q9BU79
Q9UY99;Q5GAN6
Q58274;Q7Z309
P60291;O60613
Q57640;Q8NHV1
Q9HN45;P08118
Q6LYD7;Q9UI72
B0R9X2;Q5VYK3
Q12UB0;Q9UN88
A9AB01;Q8IWU5
A8ACD4;Q5VZP5
C3MYX8;P13637
Q979B9;Q8NDD1
A4WM20;Q9HCF6
Q12V48;O14978
Q97WG9;Q86XX4
Q12VJ7;Q53ET0
Q980F0;Q15109
Q466H2;Q7Z2X7
Q8ZT64;Q3SY84
Q5JHB5;Q60I27
A4FVX8;Q01201
A3CRP6;Q02539
Q2FS46;Q8NGG8
A4FWR5;Q6ZU45
Q8PVJ7;O60519
Q9YCU5;Q9NX77
Q4JB27;Q6NVU6
P61995;Q9Y4C1
Q6L1G5;Q96EK5
Q58108;O14594
A4FYE4;Q9UH73
A4FZ58;O95475
Q9YEA1;Q2KHT3
C5A206;Q86TV6
Q3IUJ2;P49902
O50093;A1L4L8
Q8TH24;Q8WVJ9
P96801;Q9BRH9
O29516;Q9BSE2
Q8PUD6;P0C1Z6
Q46C14;Q96QK1
Q2FPC8;Q16777
Q97UA1;Q96P48
O27228;H3BUK9
P27340;Q5W0V3
C4KIK6;Q8N535
B8D5V5;P49589
Q8TIB9;O00212
A6UR53;P49407
Q58319;Q9NPR9
A9A8X7;P37287
O59172;Q9UI25
Q8PXI2;P42658
Q8TRA4;Q9HAJ7
C3MPU0;P13747
P95879;P0C7U3
O28542;Q9NRG1
A1RTL7;Q96R05
Q8U4F3;Q9BZ29
O27105;Q06787
Q50501;A0A0K0K1A3
O26117;P04808
A0B5R2;P10915
Q8TV85;Q9H7C4
Q8PW40;Q6XE24
Q8U3M7;A0A0J9YXV3
Q466J5;Q5TA50
A9A837;Q69YN4
Q5JGR4;Q9Y2H2
E7FHF8;Q9H246
P58014;Q96TC7
Q59035;P63132
Q6M1A9;P17693
A7I661;O43933
A0RUE9;Q8N5P1
Q5JF06;A6NJ46
Q58883;Q5T447
Q46E38;Q9H1C0
Q975N4;Q13099
Q3IMY8;Q8IXH8
A4WIG5;Q13371
Q57888;P60329
O27477;Q8TF09
A6URW1;Q9UKZ1
A1RSC6;Q6IC83
C3N772;Q96N38
Q5JJF3;O43151
A3MSN0;Q9H8W5
O27605;Q13569
P61996;Q9Y5Z4
Q972B1;Q9BU02
A3DNY0;P40126
A8A8X0;Q8TBE9
C3MJP0;Q8NH04
Q74MS7;Q6UWE3
A6VGV5;Q96RL6
